photo,comment,comment_en,sequence_length
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/af069e71f18e95b8a7bc6823811a457f41cb52c0.jpg,ผู้รับเหมาที่ก่อสร้างถนนคอนกรีตตรงบริเวณทางเข้าซอยพัฒนาการ 99 ควบคุมโครงการโดย กทม. ได้มีการนำท่อระบายน้ำมาวางไว้ กีดขวางทางสัญจรเป็นอย่างมาก ขณะนี้โครงการก่อสร้างถนนดังกล่าวได้เสร็จสิ้นแล้ว แต่ผู้รับเหมาไม่ได้นำท่อน้ำทิ้งที่วางอยู่กลับออกไปด้วย จึงเรียนมาเพื่อให้หน่วยงานที่เกี่ยวข้องเคลื่อนย้ายท่อน้ำทิ้งนี้ออกไปด้วยครับ,"The contractor that constructed the concrete road at the entrance to Soi Phatthanakan 99, controlled the project. Bangkok has put the drain pipe. Very obstructing the traveling path Currently, the said road construction project has been completed. But the contractor did not bring the sewer out of the place Therefore learned to allow the relevant agencies to move this sewer out as well",322
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b340dc29dcea2caad6fed2da22845616733e3cad.jpg,อยากให้ช่วยลงพื้นที่มาสำรวจ เพื่อสร้างสะพานลอย  เนื่องจากตลอดถนนทั้งเส้นของบางขุนเทียน-ชายทะเล (เทียนทะเล) ไม่มีสะพานลอยเลย มีแต่ทางม้าลาย ซึ่งเส้นนี้รถวิ่งเร็วมาก และถนนเลนกว้าง คนข้ามอันตราย มีอุบัติเหตุรถชนคน หรือรถยนต์ชนมอเตอร์ไซค์แทบทุกวัน ขับรถกลับบ้านจะเจอรถพยาบาล รถฉุกเฉินวิ่งทุกวัน(ช่วยตรวจค้นข้อมูลอุบัติเหตุย้อนหลังจะเห็นเลยค่ะ) อยากให้ลงมาสำรวจจริงๆ เพราะสงสารคนที่ต้องคอยระแวงเวลาข้ามถนน คนขับรถก็จะสบายใจขึ้นค่ะ,"Would like to help enter the area to explore To build an overpass Due to the entire road of Bang Khun Thian-the beach (Thale Thale), no overpass at all Only the crosswalk Which this car runs very fast And wide lane road Hazardous There was a car crash. Or cars hitting a motorcycle almost every day Drive home and see an ambulance. The emergency car runs every day (helping to search for accident information back). I really want to come down to explore. Because of pity for those who have to be suspicious when crossing the road The driver will be more comfortable.",426
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/5bbd6b5883a52ef4059c10db8c15c234656f2714.jpg,จุดเสี่ยง จราจร วันที่ 25ก.ย.  ถนนนานาเหนือรถติดมากเพราะ มีรถจอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว ใกล้สี่แยกรถเลี้ยวซ้ายไม่ผ่านตลอด   ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565,"Traffic risks on 25 September, Nana Road, Nuea Nuea, very traffic jam because There is a car parked in the area with a traffic mark for the left side. Near the car intersection, turn left, do not pass throughout Requesting officials to use the law under the road traffic in 2022",198
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/98dc2875111c70f0e248361560f21ca46e87f2e0.jpg,สาย40ไม่ยอมจอดป้ายรถเมย์บ่อยๆๆมากๆๆค่ะ แข่งกันมาเลย วิ่งมาพร้อมกันอยูเลนนอกและในสุด ไม่ยอมจอดป้ายรถเมย์,Line 40 refusing to park the car sign often. Very often. Compete together. Refusing to park May,103
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/1ee600e6e66b9dc24c12d92ac9fedf9a72ab2497.jpg,ถนนเป็นหลุมบ่อใหญ่ เดินทางลำบากมาก วอนช่วยแก้ไขให้ดีขึ้นด้วยครับ,The road is a large potho. Very difficult to travel Please help to improve.,64
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c08ef4fad03f196b76c7551bcf53f364be1e0426.jpg,รถเมล์สาย 40 เมื่อมาพร้อมกัน 2 คันไม่ยอมจอดที่ป้ายรถเมล์ค่ะ โดยเจตนาเลยป้ายตั้งแต่แรกเนื่องจากอยู่เลนนอกสุดทั้งสองคัน โบกตั้งแต่ไกลๆก็ไม่ยอมเข้าป้ายค่ะ,"2 40 bus when coming at the same time, refusing to park at the bus stop With the intention of the sign from the beginning because of both lanes Waving since afar, I would not enter the sign.",151
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/af90500028dd54f42236537f29d913309e91921c.jpg,ไฟฟ้าดับ ตรงทางม้าลาย,Electricity goes out at the crosswalk,21
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/8a06bffdc549bebcc3fee1a68389227f18397389.jpg,ท่อต่อน้ำ ระบาบน้ำจากบ้าน อยู่ใกล้สายไฟเสี่ยงไฟช๊อต อันตรายกับประชาชนสัญจรผ่านแถวนั้น ช่วงน้ำท่วม,Water pipe from the house Near the light risk line Danger to people traveling through that area during the flood,97
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/9558bdf398e625e8775c285a35e8113b1f242153.jpg,ฝาท่อระบายน้ำบริเวณถนนในซอยชำรุดเสียหาย อาจเกิดอันตรายต่อการสัญจร,The drainage lid in the road in Soi Chamrut is damaged. May be harmful to traveling,65
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6bbe52c1940c6320daf53b83b070549c50bf7c96.jpg,แจ้งเรื่องปิดฝาท่อระบายน้ำค่ะ,Report about closing the drainage lid.,29
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/9b312090442bc5e9f42bf034781b4219fe40f81b.jpg,ขายของบนทางเท้า,Sell ​​on the sidewalk,15
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d59985ae6a1241a33dca723dcd298a7d8be7b25c.jpg,มีการขุดเจาะเพื่อซ่อมท่อประปา ตรงหน้าปากซอย แล้วผู้รับเหมาเก็บงานไม่เรียบร้อยครับ เทปูนปิดหลุมแล้ว แต่ไม่มีอะไรที่แข็งแรงมาวางทับ ต้องหาอะไรมาวางกั้นเพื่อให้รถไม่เหยียบ ซึ่งก็ไม่ค่อยได้ผล อยากทราบว่าจะสามารถติดต่อหน่วยงานไหนให้เอาแผ่นเหล็กมาวางกันไว้ชั่วคราวได้ไหมครับ รถจะได้ผ่านเข้าออกสะดวก,There is a drilling to repair the plumbing. In front of the alley And the contractor is not finished Pour the hole. But there is nothing strong to put on Must find something to put in so that the car does not step on Which is not effective Would like to know which agency will be able to temporarily put the iron sheet together The car will be easily passed in and out.,292
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6fb7547af216070202ca490f56a02a6f33b9b7a1.jpg,ตัดต้นเถาวัลย์ที่เกาะบนสายไฟฟ้า,Cut the vine that island on the electrical cable.,31
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7426329bc95dc0508182ee9123c2b9ba8b52771f.jpg,หลังจากที่มีเจ้าหน้าที่เข้ามากวดขันในจุดห้ามจอดแห่งนี้ไม่นาน รถ Vios ก็เริ่มกลับมาจอดอยู่บ่อยครั้งครับ,"After the officers came in to tighten the parking spots for a short time, the Vios car began to park often.",102
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/30811837023770e221bcdb90b488ca8f3d535ed1.jpg,จอดรถแช่คาป้ายรถเมล์,"Park the car, soaked in the bus stop.",20
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/4057a869482b8be9ce58b7264b26f0fc48eb3352.jpg,รบกวนซ่อมปรับปรุงผิวถนนช่วงตั้งปากซอยเพชรเกษม 27/1 - สะพานข้ามคลองโรงยาว บนถนนเพชรเกษมขาออก ซึ่งมีบางจุดผิวถนนหลุดร่อนดังภาพที่แนบนี้อยู่แถว The Jazz เป็นต้น,"Please repair the road surface. Set the mouth of Soi Petchkasem 27/1 - Bridge across the canal On the outbound Petchkasem Road Which has some spots on the road surface, as shown in the picture of The Jazz etc.",157
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f38fc21401dac34fa8d83f12cb0c1f55f1ab5402.jpg,ท่อระบายช้า ช่วงครึ่งหลังของซอย ตั้งแต่บ้านที่อยู่กลางซอยมีการเทพื้นทับท่อระบายน้ำ  ความสูงระดับหน้าแข้ง น้ำท่วมน้อยกว่า 1 ชั่วโมง,"The drain is slow in the second half of the alley. From the house in the middle of the alley, pouring the floor on the drain Shin height The flood is less than 1 hour.",130
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/85ba2b9c75aa9cf4e8dca13e4d34299f06b96cbd.jpg,ผักตบชวาเยอะมากครับ ทำให้ขวางการระบายน้ำเป็นสาเหตุหนึ่งของน้ำท่วม,A lot of water hyacinths Causing the drainage to be one of the floods,65
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f7c3c86a6f4a981cf53fa379c14f29c79be10acf.jpg,ขยะบนสะพานลอยข้ามไป paseo กาญจนช่วยเก็บหน่อยครับดูท่าจะเน่าแล้วครับ,The garbage on the overpass across the Paseo Kanjan. Please keep it. Looks like it is rotten.,67
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f50a8acbeef24b303020a69b21f1115c7da3eafe.jpg,จอดรถบนทางเท้า,Park the car on the sidewalk,14
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d20c8a2ec5b593867eb82f8cd11be9e99e72bba0.jpg,ฝาท่อปิดไม่เรียบรอย,The pipe cover is not smooth.,19
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/93f6f64da66ec0bef9be568eea84b14f15690e8b.jpg,ฝ่าฝืนห้ามเลี้ยวขวา,"Violating, do not turn right",19
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c0da14adb6bd54c7133ea24d4ef991ed62d0c3fd.jpg,โคมไฟที่ติดตั้งพื้นล่างบริเวณใต้ท้องสะพาน Sky Walk ช่องนนทรี บริเวณสี่แยก สาทร - นราธิวาส มีจำนวน 20 โคม ดับ ชำรุด ทั้งหมดทุกดวง ทำให้ตอนกลางคืนถนนใต้ Sky Walk จะมืดมาก,"The lamp that is installed under the ground under the Sky Walk Bridge, Chong Nonsi, at the Sathorn -Narathiwat intersection, there are 20, all of them are all damaged. Causing at night, the road under the Sky Walk will be very dark",168
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/1d72a82a22551df8d6c671f51213cdb244d0f7a3.jpg,หลุมตรงนี้ เป็นมา 3/4เดือนละ ตรงนี้ ไม่ซ้อมให้ดีดังเดิม ออกจากเส้นเพิ่มสินมาทีลัย ตกทุกที ทุกคันด้วยนะ รถเสื่อมสภาพหมดแบบนี้ ฝากหน่วยงานทีรับผิดชอบซ้อมให้หน่อยค่ะ,"This hole is 3/4. This month, not practicing well as before. Out of the increased line, everywhere, too. The car is completely deteriorating like this. Leave the agency responsible for rehearsing.",162
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6a33481eb72c6fd8024bfad0f6a226c50d6af5e6.jpg,ดินในพื้นที่ส่วนบุคคลไหลออกมาบนถนนและท่อระบายน้ำ,The soil in the private area flows out on the road and drain.,48
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/775d4ee686b4ec154cb4653c041890addd7c44b5.jpg,โคมไฟที่ติดตั้งพื้นล่างบริเวณใต้ท้องสะพาน Sky Walk ช่องนนทรี บริเวณสี่แยก สาทร - นราธิวาส มีจำนวน 20 โคม ดับ ชำรุด ทั้งหมดทุกดวง ทำให้ตอนกลางคืนถนนใต้ Sky Walk จะมืดมาก,"The lamp that is installed under the ground under the Sky Walk Bridge, Chong Nonsi, at the Sathorn -Narathiwat intersection, there are 20, all of them are all damaged. Causing at night, the road under the Sky Walk will be very dark",168
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f6d72a7d5210c9ca35c0117befd856f940e88a88.jpg,แจ้งรายงาน เขต สนง . สาทร,Report of the Sathorn Office,25
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7018723fc5018f817307716c0f902f118d1d0bce.jpg,จอดรถเยอะมาก เข้าออก สถานที่ปัายรถประจำทางไม่ได้เลย,"Parking a lot, can't go in and out of the Puria's place.",51
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/4b34406c1924051a762b156f3365c1e75bd6e36b.jpg,ฝาท่อแตกยุบเป็นหลุมใหญ่,The pipe lid collapsed into a large hole.,23
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/311daa7590b35d0e8354acbf8feea622d687f98a.jpg,มันเละมากเลยครับแทนที่จะทำให้ดีกว่านี้นะครับไม่งั้นจะแจ้งไปทำไม อย่างที่บอกเทยางมะตอยหรือเทปูนก้อดี **ถนนมีน้ำขังเวลาฝนตกกับเส้นทางเป็นแค่กรวดหินไม่ใช่ถนนปูนหรือยางมะตอย อยากให้ลงมาทำถนนให้ที**,"It is very messy instead of doing better, otherwise, why would you notify? As I said ** The road has water when it rains and the path is just a rock gravel, not a cement road or asphalt. Want to come down to make the road for **",193
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c7775de495f95defdb7e0821ba895f64e8ccffb5.jpg,น้ำท่วมบ้าน ความสูงระดับหัวเข่า น้ำท่วมน้อยกว่า 1 สัปดาห์,"Flooding the house, knee -height The flood is less than 1 week.",57
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/09a002d1da5c850baf105f28758551a0f68741c0.jpg,เส้นทางถนนลาดพร้าว 112ค่ะ,Lat Phrao Road 112,25
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/71979bd017bbdeea8efb26e6f854e45619707ca3.jpg,ช่วยมาลอกท่อด้วยค่ะ ฝนตกไม่หนักน้ำก็ท่วมเป็นประจำ ความสูงระดับหน้าแข้ง น้ำท่วมน้อยกว่า 3 ชั่วโมง,"Please come and copy the pipe too. The rain is not heavy, the water will flood regularly. Shin height The flood is less than 3 hours.",96
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/abdaac7c7c0cabd2048f515137a004dc271909b2.jpg,แจ้งเรื่องมีความเดือดร้อนเวลาสัญจรใช้ถนนบางกระดี่ในวันอาทิตย์ที่มีการขายของตลาดนัน ซึ่งขายบนทางเท้าอย่างเดียวไม่พอลงมาขายบนพื้นผิวจราจรด้วยซึ่งทำให้รถติดไม่มีการจัดระเบียบให้ถูกต้องเลยชาวบ้านเดือดร้อนมาก,"Reported about having trouble when traveling to Bang Krai Road on Sunday that has been sold in the market. Which is only sold on the sidewalk, not enough to sell on the traffic surface, which causes the traffic jam to not be organized correctly. The villagers are very in trouble.",203
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6d42c4d98f565fc91424b52c868d6a1e15414429.jpg,ตัวหนอนทางเท้า หลุด เป็นหลุม เป็นบริเวณกว้าง กำลังทรุดตัวเพิ่ม,The sidewalk worm fell into a wide hole. More collapsed,62
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f441800b2a9a3fa2772ac22db3001bf48003ebd5.jpg,สายไฟตรงนี้เมื่อไหร่จะแก้ไขคะ,When will the wires be fixed?,29
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/1f2f573da73fe71d1c1fa2e5fe3b7b1ddb976189.jpg,นำท้ายหมู่บ้านระบายช้า ความสูงระดับข้อเท้า น้ำท่วมน้อยกว่า 1 ชั่วโมง,The end of the village is slow. Akkot level height The flood is less than 1 hour.,68
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/790eaf54ddb8e8ea50e0e0f28dd3e061f4f2aa5c.jpg,มีการตัดสายไฟ หน้าบ้านเลยครับ แล้วห้อยโต่งเต่ง ดูเป็นอันตรายครับ,There is a wire cut. In front of the house Then hanging Looks dangerous,64
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c43ebdde8953b6d432aa8be48a3bc8896e593e69.jpg,รบกวนต้องการให้ ตรวจสอบ การอบรมสัมนา โครงการ พฒนาอาชีพเสริมเพิ่มรายได้ให้ชุมชนดีพร้อม(อาชีพดีพร้อม)ปีงบประมาณ๒๕๖๕ โดยกรมส่งเสริม อุตสาหกรรม (ดีพร้อม) กระทรวงอุตสาหกรรมวันอาทิตย์ที่ 25 กันยายน 2565 ณ วัดโพธิ์ แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานครเรื่องมีดังนี้ มีการจัดอบรมดังกล่าว โดยการให้ ผู้สูงอายุ ไปฟังและอบรม โดยต้องเอาบัตรประชาชน ตัวจริงและสำเนา ไปให้ในงาน และจะคืนบัครประจำตัวประชาชน ให้เมื่ออบรมเสร็จสิ้น โดยจะได้รับค่าอบรมและลงชื่อโดยใช้บัตรประชาชนตัวจริงและสำเนา *****โดยให้จัดหา ของใครก็ได้ ย้ำ เจ้าตัวเจ้าของบัตรประชาชน ไม่ต้องไปเองก็ได้ แค่มีบัตรประชาชนตัวจริง ไป นั่งฟังอบรม และ เมื่อเสร็จงาน จะได้รับเงิน 200 บาทค่าฟังอบรม สอบถามไป ก้ไม่มีคำตอบให้ว่า ทำไมถึงต้องใช้บัตรประชาชนตัวจริง และ ทำไมเอาบัตรของใครไปก้ได้ ดิฉันเห็นว่ามีคนสูงอายุ เข้าร่วมอบรมมาก และแม่ของดิฉันก็เป็น 1ใน ผู้เข้าร่วมอบรม โดยใช้บัตรประชาชนของตัวคุณแม่ และ ยังได้เอาของดิฉันไปด้วย ท่านดื้อดึงและเชื่อในโครงการนี้มาก ดิฉัน กังวลมาก ว่าข้อมูลบัตรประชาชนของดิฉันและทุกๆคนจะรั่วไหล และเข้าสู่มือของมิจฉาชีพ จะเป็นการเอาไปกู้เงิน ทำบัตร หรืออะไรก้แล้วแต่ ดิฉันกังวลมากๆ รบกวนช่วยตรวจสอบ ให้ด้วย ขอแบบตรงไปตรงมา ไม่ปกป้องกันนะคะ,"Please check the training, seminar, development, career development, increase income for the community well (good career ready), fiscal year 2562. By the Department of Industrial Promotion (Good Ready), Ministry of Industry, Sunday, September 25, 2022 at Wat Pho, Bang Ramad Subdistrict, Taling Chan District, Bangkok. There is a training by allowing the elderly to listen and train by having to take the ID card. The real person and a copy to the event and will return the public. When the training is complete Which will receive the training fee and sign by using the real ID card and a copy ***** By procuring anyone's goods, referred to as the owner of the ID card. You don't have to go by yourself. Just have a real ID card to sit and listen to the training, and when the work is finished, will receive 200 baht. Why do you have to use the real ID card and why can you take the card? I saw that there were elderly people. Attended a lot of training And my mother is one of the participants By using my mother's ID card and also took my stuff He is very stubborn and believes in this project. I am very worried that my ID card information and everyone will leak. And enter the hands of criminals Will be to borrow money, make cards or anything, depending on I'm very worried Please help to check for a straightforward request. Do not protect each other",1113
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f0da25af99d79da6f194863745a92a1517d8671f.jpg,ฝาท่อระบายน้ำแตก,Broken drainage lid,16
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d90cb18b7f918e686ac22bac20e29e733e28db88.jpg,นำ้ท่วม ซอยรามอินทรา 39 ความสูงระดับข้อเท้า น้ำท่วมน้อยกว่า 1 ชั่วโมง,"Flooded Soi Ram Inthra 39, ankle height The flood is less than 1 hour.",69
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/5032e0e6dffaeacc57f06b4ac670b1025a7ffeec.jpg,หลุมลึกมีน้ำขังใต้ทางด่วนบนสะพานฝั่งขาเข้า,Deep holes have water under the expressway on the inbound bridge.,42
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/4d37dea4d393436479571e0a46d24d569b69961e.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (23-24 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว   ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565 เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (23-24) parked in the area where there is a traffic mark for the left side of the road. % Asked the authorities to use the law under the road traffic in 2022.",232
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/45dd10f3639e4713e1f0ba0d0ebb4dde9eead69f.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (19-22 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว   ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565 เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (19-22) parked in the area where there is a traffic mark for the left side of the road. % Asked the authorities to use the law under the road traffic in 2022.",232
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7f49611c33d44e935b492d40a8fb2709b6710d39.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (16-18 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว   ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565 เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (16-18) parked in the area where there is a traffic mark for the left side of the road. % Asked the authorities to use the law under the road traffic in 2022.",232
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/2b607834c90eda1c2bbe6588d7eb218cd59a7cc1.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (14-15 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว   ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565 เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (14-15) parked in the area where there is a traffic mark for the left side of the road. % Asked the authorities to use the law under the road traffic in 2022.",232
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/caca8ad573e9b5159cdda30e83427866fe0e9a47.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (13 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว   ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565 เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (13) parked in the area where there is a traffic mark on the left side of the road, 25% disappeared. The officials use the law according to the road traffic in 2022.",229
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/58db1a2a9cfdb3cdc533b425cb5696199e19dd19.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (11-12 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว   ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565 เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (11-12) parked in the area where there is a traffic mark for the left side of the road. % Asked the authorities to use the law under the road traffic in 2022.",232
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/86d18d49606b36b084398c6852a7bf3a1e6f047c.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (9-10 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว   ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565 เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (9-10) parked in the area where there is a traffic mark for the left side of the road. % Asked the authorities to use the law under the road traffic in 2022.",231
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/32764101e1666e5176dc5d9ae35c540b10dff015.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (6-8 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว   ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565 เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (6-8) parked in the area where there is a traffic mark for the left side of the road. % Asked the authorities to use the law under the road traffic in 2022.",230
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/cda71931e76dcbd574646f4405a94236373e065e.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (3-5 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว   ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก 2565 เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (3-5) parked in the area where there is a traffic mark for the left side of the road. % Asked the authorities to use the law under the road traffic in 2022.",230
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/bb5474b67aef9163d296fe59dd0261f0db02847a.jpg,ป้ายรถเมล์ตรงข้ามพันทิพประตูน้ำ,Bus stop opposite Pantip Pratunam,31
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/aa9081742b78043f10df8558382cab7b392dec85.jpg,ฟุตบาตทรุดทั้งตลอดเส้นทาง,The feet are constantly collapsing.,25
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/e496206e4da27e0b6b574ae2cc613a394e4e995c.jpg,มีคนป่วยโรคไข้เลือดออก1ราย เพิ่งแอดมิทที่โรงพยาบาลเกษมราษฏร์บางแค เมื่อวาน ต้องการให้มาพ่นควันกำจัดยุง เนื่องจากกังวลว่าจะมีคนติดเพิ่ม,"There are 1 person who is ill. Just admitted to Kasemrat Hospital, Bang Khae. Yesterday wanted to spray smoke, get rid of mosquitoes. Due to worrying that someone will add more",135
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/03bac3984790923af97976a06e743eff1aa8f136.jpg,"จุดเสี่ยง จราจร  , ซ้ำซากวันที่ 25ก.ย.  ถนน นานาเหนือ 600 ม. รถติดมากเพราะ มีรถมากกว่า 24 คัน (1-2 ) จอดในเขตที่มีเครื่องหมายจราจรห้ามจอดด้านซ้ายตลอดแนว ใกล้สี่แยกรถเลี้ยวซ้ายไม่ผ่านตลอด  ผิวถนนหายไป 25% ขอให้เจ้าหน้าที่ใช้กฎหมายตาม พรบ จราจรทางบก#13  เคร่งครัด","Risk points, repeatedly on September 25, Nuea Nuea Road, 600 meters, very traffic jam because there are more than 24 cars (1-2) parked in the area where there is a traffic mark for the left side along the line. Near the car intersection, turn left, do not pass throughout the surface of the road, disappear 25%",262
